Array,Platform,Node,Instrument,RefDes,Asset ID,Serial Number,deployment,gitHub changeDate,file,URL,changeType,dateRangeStart,dateRangeEnd,annotation
Global Irminger Sea,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01124,BBFL2W-1124,10,-9999999,CGINS-FLORTD-01124__20181003.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01124__20181003.csv,Calibration coefficients were modified,2023-08-31 16:00,2024-06-16 10:04,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 10 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 10 for the time range 2023-08-31 16:00 to 2024-06-16 10:04 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01124__20181003.csv.
Global Irminger Sea,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01124,BBFL2W-1124,10,-9999999,CGINS-FLORTD-01124__20220927.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01124__20220927.csv,Calibration coefficients were modified,2023-08-31 16:00,2024-06-16 10:04,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 10 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 10 for the time range 2023-08-31 16:00 to 2024-06-16 10:04 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01124__20220927.csv.
Global Southern Ocean,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GS01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01212,BBFL2W-1212,1,-9999999,CGINS-FLORTD-01212__20140819.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01212__20140819.csv,Calibration coefficients were modified,2015-02-18 21:06,2015-12-27 11:20,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GS01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 1 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 1 for the time range 2015-02-18 21:06 to 2015-12-27 11:20 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01212__20140819.csv.
Global Argentine Basin,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GA01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01212,BBFL2W-1212,3,-9999999,CGINS-FLORTD-01212__20160518.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01212__20160518.csv,Calibration coefficients were modified,2016-10-27 01:47,2018-01-14 10:24,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GA01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 3 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 3 for the time range 2016-10-27 01:47 to 2018-01-14 10:24 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01212__20160518.csv.
Global Irminger Sea,Flanking Subsurface Mooring A,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GI03FLMA-RIS01-05-FLORTD000,CGINS-FLORTD-01212,BBFL2W-1212,6,-9999999,CGINS-FLORTD-01212__20180329.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01212__20180329.csv,Calibration coefficients were modified,2019-08-07 13:34,2020-08-27 10:54,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI03FLMA-RIS01-05-FLORTD000) were incorrect for all of deployment 6 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 6 for the time range 2019-08-07 13:34 to 2020-08-27 10:54 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01212__20180329.csv.
Global Irminger Sea,Apex Surface Mooring,Surface Buoy,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-SBD12-02-FLORTD000,CGINS-FLORTD-01212,BBFL2W-1212,9,-9999999,CGINS-FLORTD-01212__20211223.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01212__20211223.csv,Calibration coefficients were modified,2022-06-30 15:54,2023-09-10 10:12,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-SBD12-02-FLORTD000) were incorrect for all of deployment 9 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 9 for the time range 2022-06-30 15:54 to 2023-09-10 10:12 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01212__20211223.csv.
Coastal Pioneer NES,Central Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP01CNSM-RID27-02-FLORTD000,CGINS-FLORTD-01213,BBFL2W-1213,5,-9999999,CGINS-FLORTD-01213__20140625.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01213__20140625.csv,Calibration coefficients were modified,2016-05-13 13:50,2016-10-13 19:34,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP01CNSM-RID27-02-FLORTD000) were incorrect for all of deployment 5 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 5 for the time range 2016-05-13 13:50 to 2016-10-13 19:34 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01213__20140625.csv.
Coastal Pioneer NES,Central Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,CP01CNSM-RID27-02-FLORTD000,CGINS-FLORTD-01213,BBFL2W-1213,8,-9999999,CGINS-FLORTD-01213__20170105.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01213__20170105.csv,Calibration coefficients were modified,2017-10-29 14:15,2018-03-29 19:37,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (CP01CNSM-RID27-02-FLORTD000) were incorrect for all of deployment 8 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 8 for the time range 2017-10-29 14:15 to 2018-03-29 19:37 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01213__20170105.csv.
Global Irminger Sea,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01213,BBFL2W-1213,6,-9999999,CGINS-FLORTD-01213__20180731.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01213__20180731.csv,Calibration coefficients were modified,2019-08-05 15:29,2020-08-26 10:41,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 6 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 6 for the time range 2019-08-05 15:29 to 2020-08-26 10:41 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01213__20180731.csv.
Global Irminger Sea,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GI01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01213,BBFL2W-1213,8,-9999999,CGINS-FLORTD-01213__20201112.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01213__20201112.csv,Calibration coefficients were modified,2021-08-12 17:04,2022-07-06 08:32,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GI01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 8 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 8 for the time range 2021-08-12 17:04 to 2022-07-06 08:32 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01213__20201112.csv.
Global Argentine Basin,Apex Surface Mooring,Near Surface Instrument Frame,3-Wavelength Fluorometer: FLORT Series D,GA01SUMO-RID16-02-FLORTD000,CGINS-FLORTD-01214,BBFL2W-1214,1,-9999999,CGINS-FLORTD-01214__20140625.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01214__20140625.csv,Calibration coefficients were modified,2015-03-15 21:25,2015-11-26 10:08,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GA01SUMO-RID16-02-FLORTD000) were incorrect for all of deployment 1 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 1 for the time range 2015-03-15 21:25 to 2015-11-26 10:08 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01214__20140625.csv.
Global Southern Ocean,Flanking Subsurface Mooring B,Mooring Riser,3-Wavelength Fluorometer: FLORT Series D,GS03FLMB-RIS01-05-FLORTD000,CGINS-FLORTD-01214,BBFL2W-1214,3,-9999999,CGINS-FLORTD-01214__20160622.csv,https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01214__20160622.csv,Calibration coefficients were modified,2016-12-03 19:08,2017-12-03 12:32,MODIFIED COEFFICIENT: A metadata review found that the CDOM calibration values for the sensor (GS03FLMB-RIS01-05-FLORTD000) were incorrect for all of deployment 3 due to biased primary and secondary calibration standards which would result in delivery of incorrect L1 or L2 derived values during that time range. The erroneous calibration values have now been entered and verified as of XXXX. All derived L1 and L2 values generated prior to the annotation date for deployment 3 for the time range 2016-12-03 19:08 to 2017-12-03 12:32 should be re-requested in order to ensure utilization of correct calibration values. The updated values can be viewed at https://github.com/ooi-integration/asset-management/blob/master/calibration/FLORTD/CGINS-FLORTD-01214__20160622.csv.
